,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,target
12,80.0,2020.1,4.0,20.0,228.0,160.01,429.0,1367665.0,0.0,7656.0,3189.0,4733.0,True,157679.0,2.0,2115.0,False,2131.0,5866.0,3.0,269244207.0,0.9,6.0,136276.0,5165.0,3270.0,13536085.0,0.41,,,,11090,60,10,20599.22
13,80.0,2018.0.1,4.0,20.0,228.0,160.01,429.0,1367665.0,0.0,7656.0,3189.0,4733.0,True,157679.0,2.0,2115.0,False,2131.0,5866.0,3.0,269244207.0,0.9,6.0,136276.0,5165.0,3270.0,13126389.0,0.41,,,,11090,60,10,21303.91
14,96.0,unknown,6.0,16.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,26986773.0,0.19,,,,15176,130,12,16899.1
15,96.0,unknown,6.0,16.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,,,,,,15176,130,12,21245.26
16,80.0,2019.2.1,4.0,20.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,23060912.0,0.19,,,,11090,60,10,17521.84
17,80.0,2018.0.1,4.0,20.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,22195729.0,0.19,,,,11090,60,10,18915.32
18,96.0,unknown,4.0,24.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,,,,,,15176,130,12,19743.06
19,80.0,unknown,4.0,20.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,21589419.0,0.19,,,,11090,60,10,23835.3
20,80.0,2020.1,4.0,20.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,23060912.0,0.19,,,,11090,60,10,16165.94
21,80.0,2019.1,4.0,20.0,413.0,50.01,1275.0,2358719.0,1.0,7957.0,5733.0,7512.0,True,247688.0,0.0,2138.0,False,30344.0,2827.0,3.0,499939269.0,0.9,14.0,578531.0,3974.0,5978.0,22557874.0,0.19,,,,11090,60,10,17700.03
22,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262519.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,147.0,False,244.0,12692.0,0.0,29256703.0,0.9,1.0,600832.0,602.0,1187.0,5437935.0,0.28,2.0,1137.0,35.0,15176,130,12,19170.09
23,96.0,2020,1.0,96.0,38.0,0.15,487.0,2263032.0,3.0,1657.0,1061.0,4431.0,True,201967.0,4.0,151.0,False,244.0,12745.0,0.0,61219758.0,0.9,1.0,600832.0,602.0,1189.0,5437996.0,0.25,0.0,1139.0,9.0,15176,130,12,19264.42
24,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262251.0,0.0,1657.0,1061.0,4432.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27446200.0,0.9,1.0,600832.0,602.0,1187.0,5383194.0,0.28,5.0,554.0,53.0,15176,130,12,18579.19
25,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262519.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,149.0,False,244.0,12692.0,0.0,56631552.0,0.9,1.0,600832.0,602.0,1187.0,5437935.0,0.25,2.0,1197.0,28.0,15176,130,12,19098.72
26,96.0,2020,1.0,96.0,38.0,0.15,487.0,2262531.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,149.0,False,244.0,12705.0,0.0,55355873.0,0.9,1.0,600832.0,602.0,1188.0,5437950.0,0.25,3.0,683.0,20.0,15176,130,12,19298.51
27,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262523.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,147.0,False,244.0,12692.0,0.0,29256086.0,0.9,1.0,600832.0,602.0,1187.0,5437935.0,0.28,3.0,820.0,48.0,15176,130,12,18931.56
28,96.0,2020.1,1.0,96.0,38.0,0.15,489.0,2262554.0,0.0,1657.0,1062.0,4432.0,True,201895.0,4.0,147.0,False,244.0,12726.0,0.0,27532609.0,0.9,1.0,600832.0,603.0,1188.0,5385298.0,0.28,3.0,1226.0,34.0,15176,130,12,18626.86
29,96.0,2020,1.0,96.0,38.0,0.15,487.0,2262531.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,149.0,False,244.0,12705.0,0.0,55356330.0,0.9,1.0,600832.0,602.0,1188.0,5437959.0,0.25,6.0,543.0,17.0,15176,130,12,18793.82
30,96.0,2020.1,1.0,96.0,38.0,0.15,489.0,2262519.0,0.0,1657.0,1062.0,4432.0,True,201895.0,4.0,147.0,False,244.0,12692.0,0.0,29257136.0,0.9,1.0,600832.0,603.0,1187.0,5385259.0,0.28,3.0,741.0,34.0,15176,130,12,18854.91
31,96.0,2020,1.0,96.0,38.0,0.15,487.0,2262531.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,150.0,False,244.0,12705.0,0.0,55362559.0,0.9,1.0,600832.0,602.0,1188.0,5437959.0,0.25,2.0,636.0,14.0,15176,130,12,19350.11
32,96.0,2020,1.0,96.0,38.0,0.15,487.0,2262531.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,149.0,False,244.0,12705.0,0.0,55355876.0,0.9,1.0,600832.0,602.0,1188.0,5437950.0,0.25,3.0,1149.0,20.0,15176,130,12,19259.36
33,96.0,2020.1,1.0,96.0,38.0,0.15,489.0,2262554.0,0.0,1657.0,1062.0,4432.0,True,201895.0,4.0,148.0,False,244.0,12726.0,0.0,82279344.0,0.9,1.0,600832.0,603.0,1188.0,5437974.0,0.25,0.0,735.0,30.0,15176,130,12,19118.02
34,96.0,2020.1,1.0,96.0,38.0,0.15,489.0,2262554.0,0.0,1657.0,1062.0,4432.0,True,201895.0,4.0,147.0,False,244.0,12726.0,0.0,27533057.0,0.9,1.0,600832.0,603.0,1188.0,5437974.0,0.28,4.0,931.0,33.0,15176,130,12,19510.5
35,96.0,2020,1.0,96.0,38.0,0.15,487.0,2262531.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,149.0,False,244.0,12705.0,0.0,55356327.0,0.9,1.0,600832.0,602.0,1188.0,5437959.0,0.25,4.0,799.0,19.0,15176,130,12,18847.23
36,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262439.0,0.0,1657.0,1061.0,4432.0,True,201875.0,4.0,147.0,False,244.0,12692.0,0.0,27442784.0,0.9,1.0,600832.0,602.0,1187.0,5416403.0,0.28,1.0,879.0,50.0,15176,130,12,19055.07
37,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262439.0,0.0,1657.0,1061.0,4432.0,True,201875.0,4.0,148.0,False,244.0,12692.0,0.0,27443873.0,0.9,1.0,600832.0,602.0,1187.0,5416403.0,0.28,0.0,1107.0,51.0,15176,130,12,18695.1
38,96.0,2020,1.0,96.0,38.0,0.15,487.0,2262531.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,150.0,False,244.0,12705.0,0.0,55362559.0,0.9,1.0,600832.0,602.0,1188.0,5437959.0,0.25,1.0,597.0,15.0,15176,130,12,19262.27
39,96.0,2021,1.0,96.0,38.0,0.15,487.0,2262531.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,149.0,False,244.0,12705.0,0.0,55355428.0,0.9,1.0,600832.0,602.0,1188.0,5328133.0,0.25,0.0,1000.0,23.0,15176,130,12,19375.51
40,96.0,2020.1,1.0,96.0,38.0,0.15,489.0,2262554.0,0.0,1657.0,1062.0,4432.0,True,201895.0,4.0,147.0,False,244.0,12726.0,0.0,27532612.0,0.9,1.0,600832.0,603.0,1188.0,5381798.0,0.28,4.0,618.0,33.0,15176,130,12,19205.63
41,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262519.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,147.0,False,244.0,12692.0,0.0,29256688.0,0.9,1.0,600832.0,602.0,1187.0,5416689.0,0.28,0.0,983.0,44.0,15176,130,12,18835.41
42,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262519.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,149.0,False,244.0,12692.0,0.0,56631552.0,0.9,1.0,600832.0,602.0,1187.0,5416689.0,0.25,2.0,1087.0,28.0,15176,130,12,19132.27
43,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2262519.0,0.0,1657.0,1061.0,4432.0,True,201895.0,4.0,148.0,False,244.0,12692.0,0.0,29258109.0,0.9,1.0,600832.0,602.0,1187.0,5437935.0,0.28,0.0,658.0,44.0,15176,130,12,19002.37
44,96.0,2020,1.0,96.0,38.0,0.15,487.0,2262990.0,3.0,1657.0,1061.0,4432.0,True,201967.0,4.0,150.0,False,244.0,12705.0,0.0,55421226.0,0.9,1.0,600832.0,602.0,1188.0,5437950.0,0.25,3.0,946.0,13.0,15176,130,12,19573.69
45,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252400.0,0.0,1664.0,1074.0,4434.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27965767.0,0.9,1.0,600884.0,602.0,1200.0,5369563.0,0.28,2.0,1226.0,77.0,15176,130,12,18589.98
46,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252452.0,3.0,1671.0,1075.0,4435.0,True,201874.0,4.0,144.0,False,244.0,12692.0,0.0,28114558.0,0.9,1.0,600884.0,607.0,1207.0,5379497.0,0.28,0.0,1301.0,86.0,15176,130,12,18685.115
47,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252452.0,3.0,1671.0,1075.0,4435.0,True,201874.0,4.0,144.0,False,244.0,12692.0,0.0,28166218.0,0.9,1.0,600884.0,605.0,1207.0,5379497.0,0.28,2.0,1293.0,91.0,15176,130,12,19240.28
48,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252455.0,0.0,1671.0,1075.0,4438.0,True,201874.0,4.0,144.0,False,244.0,12692.0,0.0,27973038.0,0.9,1.0,600884.0,602.0,1207.0,5379497.0,0.28,3.0,1313.0,97.0,15176,130,12,18820.067
49,24.0,2020.1,1.0,24.0,38.0,0.15,487.0,2252224.0,0.0,1657.0,1061.0,4432.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27905646.0,0.9,1.0,600832.0,602.0,1187.0,21478212.0,0.28,1.0,962.0,57.0,15176,130,12,65285.25
50,96.0,2020.1,1.0,96.0,38.0,0.15,493.0,2252435.0,0.0,1671.0,1072.0,4438.0,True,201874.0,4.0,143.0,False,244.0,12672.0,0.0,27951638.0,0.9,1.0,600884.0,601.0,1206.0,5371552.0,0.28,,,,15176,130,12,18744.835
51,96.0,2019.2.1,1.0,96.0,39.0,0.15,504.0,2253609.0,0.0,1671.0,1092.0,4439.0,True,201874.0,4.0,136.0,False,6592.0,12672.0,0.0,27968429.0,0.9,1.0,600884.0,975.0,1226.0,5377486.0,0.33,,,,15176,130,12,2284.21
52,96.0,2019.2.1,1.0,96.0,39.0,0.15,504.0,2253602.0,0.0,1671.0,1092.0,4439.0,True,201874.0,4.0,142.0,False,6592.0,12672.0,0.0,27968815.0,0.9,1.0,600884.0,975.0,1226.0,5377486.0,0.33,,,,15176,130,12,6146.09
53,96.0,2019.2.1,1.0,96.0,39.0,0.15,503.0,2252438.0,0.0,1671.0,1091.0,4438.0,True,201874.0,4.0,143.0,False,244.0,12672.0,0.0,27977546.0,0.9,1.0,600884.0,975.0,1225.0,5371534.0,0.28,,,,15176,130,12,161.1
54,96.0,2020.1,1.0,96.0,39.0,0.15,503.0,2252438.0,0.0,1671.0,1091.0,4438.0,True,201874.0,4.0,143.0,False,244.0,12672.0,0.0,27977552.0,0.9,1.0,600884.0,975.0,1225.0,5371534.0,0.28,,,,15176,130,12,9426.83
55,24.0,unknown,1.0,24.0,39.0,0.4,330.0,443296.0,0.0,259.0,511.0,59.0,True,92033.0,1.0,46.0,False,6547.0,5042.0,0.0,11314174.0,0.9,0.0,297056.0,214.0,615.0,1575897.0,0.8,,,,15176,130,12,20393.25
56,24.0,unknown,1.0,24.0,39.0,0.4,318.0,443044.0,0.0,221.0,461.0,59.0,True,92031.0,1.0,46.0,False,6547.0,5042.0,0.0,11110002.0,0.9,0.0,297004.0,214.0,565.0,1575676.0,0.8,,,,15176,130,12,16998.34
57,24.0,unknown,1.0,24.0,39.0,0.4,318.0,443044.0,0.0,221.0,461.0,59.0,True,92031.0,3.0,46.0,False,6547.0,5042.0,0.0,11110795.0,0.9,0.0,297004.0,214.0,565.0,1575676.0,0.8,,,,15176,130,12,1539.12
58,24.0,unknown,1.0,24.0,39.0,0.4,318.0,443044.0,0.0,221.0,461.0,59.0,True,92031.0,2.0,46.0,False,6547.0,5042.0,0.0,11110702.0,0.9,0.0,297004.0,214.0,565.0,1575676.0,0.8,,,,15176,130,12,16821.86
59,96.0,2020.1,1.0,96.0,38.0,0.15,493.0,2252435.0,0.0,1671.0,1072.0,4438.0,True,201874.0,4.0,143.0,False,244.0,12672.0,0.0,27948997.0,0.9,1.0,600884.0,601.0,1206.0,5379466.0,0.28,,,,15176,130,12,18771.83
60,96.0,2020.1,1.0,96.0,38.0,0.15,493.0,2252435.0,0.0,1671.0,1073.0,4438.0,True,201874.0,4.0,143.0,False,244.0,12672.0,0.0,27953705.0,0.9,1.0,600884.0,602.0,1206.0,5379466.0,0.28,,,,15176,130,12,18617.238
61,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2252224.0,0.0,1657.0,1061.0,4432.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27914644.0,0.9,1.0,600832.0,602.0,1187.0,5369553.0,0.28,4.0,598.0,54.0,15176,130,12,18658.85
62,96.0,2020.1,1.0,96.0,38.0,0.15,492.0,2252346.0,0.0,1657.0,1066.0,4432.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27928288.0,0.9,1.0,600868.0,602.0,1192.0,5369628.0,0.28,0.0,715.0,58.0,15176,130,12,18460.19
63,96.0,2020.1,1.0,96.0,38.0,0.15,493.0,2252435.0,0.0,1671.0,1074.0,4438.0,True,201874.0,4.0,143.0,False,244.0,12672.0,0.0,27966873.0,0.9,1.0,600884.0,602.0,1206.0,5379474.0,0.28,0.0,701.0,100.0,15176,130,12,19124.64
64,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252455.0,0.0,1671.0,1075.0,4438.0,True,201874.0,4.0,144.0,False,244.0,12692.0,0.0,27972133.0,0.9,1.0,600884.0,602.0,1207.0,5379497.0,0.28,0.0,1025.0,100.0,15176,130,12,18694.51
65,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252398.0,0.0,1657.0,1068.0,4432.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27936669.0,0.9,1.0,600884.0,602.0,1194.0,5369662.0,0.28,3.0,882.0,76.0,15176,130,12,18680.92
66,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252407.0,0.0,1671.0,1075.0,4434.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27974761.0,0.9,1.0,600884.0,602.0,1207.0,5369574.0,0.28,2.0,993.0,77.0,15176,130,12,18526.87
67,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252450.0,3.0,1671.0,1075.0,4433.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,28113619.0,0.9,1.0,600884.0,607.0,1207.0,5369582.0,0.28,1.0,1085.0,78.0,15176,130,12,18536.46
68,96.0,2020.1,1.0,96.0,38.0,0.15,487.0,2252224.0,0.0,1657.0,1061.0,4432.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,27914638.0,0.9,1.0,600832.0,602.0,1187.0,4687940.0,0.28,3.0,1003.0,55.0,9496,60,8,23815.74
69,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252451.0,3.0,1671.0,1075.0,4434.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,28112244.0,0.9,1.0,600884.0,607.0,1207.0,5369582.0,0.28,0.0,1101.0,79.0,15176,130,12,18512.81
70,96.0,2020.1,1.0,96.0,38.0,0.15,494.0,2252451.0,3.0,1671.0,1075.0,4434.0,True,201874.0,4.0,148.0,False,244.0,12692.0,0.0,28112235.0,0.9,1.0,600884.0,607.0,1207.0,5379497.0,0.28,3.0,1094.0,83.0,15176,130,12,19074.7
71,48.0,2020,6.0,8.0,1.0,250.0,7.0,88211.0,0.0,1845.0,18.0,0.0,True,1764.0,2.0,4.0,False,0.0,0.0,0.0,14741532.0,0.9,1.0,29339.0,7.0,26.0,3224979.0,1.71,2.0,818.0,21.0,9496,60,8,66833.16
72,96.0,2020.1,1.0,96.0,1.0,0.12,36.0,5358762.0,0.0,0.0,753.0,279.0,True,1913009.0,1.0,441.0,False,0.0,0.0,0.0,22167.0,0.9,0.0,14695589.0,1.0,275.0,2972963.0,0.48,4.0,1240.0,19.0,15176,130,12,15941.04
73,72.0,2020.1,1.0,72.0,1.0,0.12,36.0,5358761.0,0.0,0.0,753.0,279.0,True,1913009.0,1.0,441.0,False,0.0,0.0,0.0,40847.0,0.9,0.0,14695589.0,0.0,275.0,3963950.0,0.48,0.0,1270.0,16.0,15176,130,12,31322.17
74,96.0,2020,1.0,96.0,10.0,130.0,126.0,6245384.0,0.0,126.0,3458.0,6421.0,True,383549.0,1.0,191.0,False,2.0,3478.0,0.0,6731490.0,0.9,0.0,436099.0,106.0,3682.0,10362116.0,0.67,,,,9496,60,8,5314.65
75,96.0,2020.1,1.0,96.0,10.0,130.0,126.0,6245372.0,0.0,129.0,3460.0,6407.0,True,383549.0,1.0,191.0,False,2.0,3474.0,0.0,6753374.0,0.9,0.0,436099.0,106.0,3684.0,11130377.0,0.67,,,,15176,130,12,13770.875
76,96.0,2020.1,1.0,96.0,11.0,130.0,127.0,6245397.0,0.0,441.0,3462.0,6088.0,True,383549.0,1.0,191.0,False,2.0,3118.0,0.0,12638489.0,0.9,0.0,436099.0,113.0,3685.0,10380319.0,0.63,6.0,809.0,101.0,9496,60,8,51899.807
77,96.0,2019.2,1.0,96.0,10.0,130.0,126.0,6245372.0,0.0,127.0,3461.0,6407.0,True,383549.0,1.0,191.0,False,2.0,3471.0,0.0,,0.9,0.0,436099.0,106.0,3684.0,10370202.0,0.64,,,,9496,60,8,61836.84
78,96.0,2020.1,1.0,96.0,10.0,130.0,126.0,6245372.0,0.0,129.0,3460.0,6407.0,True,383549.0,1.0,191.0,False,2.0,3474.0,0.0,6792218.0,0.9,0.0,436099.0,106.0,3684.0,11130377.0,0.64,,,,15176,130,12,10238.51
79,96.0,2019.2,1.0,96.0,11.0,130.0,127.0,6245426.0,0.0,441.0,3462.0,6115.0,True,383549.0,1.0,191.0,False,2.0,3118.0,0.0,,0.9,0.0,436099.0,113.0,3685.0,10380319.0,0.63,0.0,633.0,107.0,9496,60,8,50782.19
80,96.0,2020.1,1.0,96.0,7.0,130.0,121.0,5875568.0,0.0,441.0,3458.0,6065.0,True,383549.0,1.0,191.0,False,2.0,3118.0,0.0,12402136.0,0.9,0.0,466739.0,118.0,3681.0,10107742.0,0.67,,,,15176,130,12,1099.27
81,96.0,2020,1.0,96.0,24.0,130.0,131.0,7312207.0,0.0,433.0,3563.0,6594.0,True,1764845.0,1.0,190.0,False,2.0,3118.0,0.0,12068920.0,0.9,0.0,461871.0,113.0,3781.0,13491841.0,0.61,2.0,1401.0,56.0,15176,130,12,31866.44
82,96.0,2020,1.0,96.0,24.0,130.0,131.0,7311211.0,0.0,433.0,3563.0,6593.0,True,1763371.0,1.0,191.0,False,2.0,3118.0,0.0,12048431.0,0.9,0.0,461871.0,113.0,3782.0,12678192.0,0.61,4.0,972.0,54.0,9496,60,8,3688.27
83,96.0,2020,1.0,96.0,24.0,130.0,131.0,7310080.0,0.0,433.0,3563.0,6602.0,True,1756715.0,1.0,191.0,False,2.0,3118.0,0.0,12057490.0,0.9,0.0,461871.0,113.0,3782.0,12669272.0,0.61,5.0,989.0,53.0,9496,60,8,48957.8
84,96.0,2020,1.0,96.0,24.0,130.0,131.0,7306066.0,0.0,433.0,3563.0,6601.0,True,1746160.0,1.0,191.0,False,2.0,3118.0,0.0,12095338.0,0.9,0.0,461871.0,113.0,3782.0,12687624.0,0.61,0.0,943.0,51.0,9496,60,8,61839.16
85,96.0,2020,1.0,96.0,24.0,130.0,131.0,7306063.0,0.0,433.0,3563.0,6600.0,True,1746160.0,1.0,191.0,False,2.0,3118.0,0.0,12173323.0,0.9,0.0,461871.0,113.0,3782.0,12676035.0,0.61,1.0,718.0,50.0,9496,60,8,59753.68
86,96.0,2020,1.0,96.0,24.0,130.0,131.0,7280433.0,0.0,433.0,3563.0,6601.0,True,1693783.0,1.0,191.0,False,2.0,3118.0,0.0,12170981.0,0.9,0.0,461871.0,113.0,3782.0,12617656.0,0.61,2.0,1101.0,49.0,9496,60,8,61548.63
87,96.0,2020,1.0,96.0,24.0,130.0,131.0,7280432.0,0.0,433.0,3563.0,6600.0,True,1693783.0,1.0,191.0,False,2.0,3118.0,0.0,12212416.0,0.9,0.0,461871.0,113.0,3782.0,12612590.0,0.61,3.0,907.0,48.0,9496,60,8,61707.7
88,96.0,2020,1.0,96.0,24.0,130.0,131.0,7278134.0,0.0,433.0,3563.0,6600.0,True,1691565.0,1.0,191.0,False,2.0,3118.0,0.0,12337952.0,0.9,0.0,461871.0,113.0,3782.0,12611457.0,0.61,0.0,1030.0,44.0,9496,60,8,63724.48
89,96.0,2020,1.0,96.0,24.0,130.0,131.0,7278134.0,0.0,433.0,3563.0,6600.0,True,1691565.0,1.0,191.0,False,2.0,3118.0,0.0,12299363.0,0.9,0.0,461871.0,113.0,3782.0,12611644.0,0.61,4.0,907.0,47.0,9496,60,8,76537.75
90,96.0,2020,1.0,96.0,24.0,130.0,131.0,7262239.0,0.0,433.0,3563.0,6593.0,True,1691167.0,1.0,191.0,False,2.0,3118.0,0.0,12871977.0,0.9,0.0,461871.0,113.0,3782.0,12474439.0,0.61,1.0,1064.0,43.0,9496,60,8,60642.21
91,96.0,2020,1.0,96.0,24.0,130.0,131.0,7262238.0,0.0,433.0,3563.0,6593.0,True,1691165.0,1.0,191.0,False,2.0,3118.0,0.0,12950106.0,0.9,0.0,461871.0,113.0,3782.0,12474436.0,0.61,2.0,929.0,42.0,9496,60,8,83450.86
92,96.0,2020,1.0,96.0,24.0,130.0,131.0,7262234.0,0.0,433.0,3563.0,6589.0,True,1691165.0,1.0,191.0,False,2.0,3118.0,0.0,13175986.0,0.9,0.0,461871.0,113.0,3782.0,13263394.0,0.61,6.0,699.0,38.0,15176,130,12,56630.76
93,96.0,2020,1.0,96.0,24.0,130.0,131.0,7262234.0,0.0,433.0,3563.0,6589.0,True,1691165.0,1.0,191.0,False,2.0,3118.0,0.0,13175986.0,0.9,0.0,461871.0,113.0,3782.0,13263394.0,0.61,5.0,1070.0,32.0,15176,130,12,56691.74
